,imagename,Channels,Height,Width,Zero_non_zero_pixel_ratio,minPixelValue,maxPixelValue,class
18276,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1239.tif,13,64,64,0.0,10.0,4521.0,PermanentCrop
16368,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1923.tif,13,64,64,0.0,14.0,5033.0,PermanentCrop
18505,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_780.tif,13,64,64,0.0,11.0,4186.0,PermanentCrop
17738,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1521.tif,13,64,64,0.0,12.0,3895.0,PermanentCrop
17309,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1258.tif,13,64,64,0.0,13.0,4071.0,PermanentCrop
18411,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_775.tif,13,64,64,0.0,11.0,4173.0,PermanentCrop
17242,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2467.tif,13,64,64,0.0,11.0,4021.0,PermanentCrop
17855,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1483.tif,13,64,64,0.0,17.0,5165.0,PermanentCrop
17014,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1888.tif,13,64,64,0.0,9.0,3632.0,PermanentCrop
17635,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2239.tif,13,64,64,0.0,11.0,4363.0,PermanentCrop
16311,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1053.tif,13,64,64,0.0,7.0,4481.0,PermanentCrop
16290,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1237.tif,13,64,64,0.0,11.0,5260.0,PermanentCrop
18126,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2246.tif,13,64,64,0.0,15.0,4466.0,PermanentCrop
18397,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_341.tif,13,64,64,0.0,9.0,4903.0,PermanentCrop
18098,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2407.tif,13,64,64,0.0,8.0,5088.0,PermanentCrop
17766,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1254.tif,13,64,64,0.0,9.0,3776.0,PermanentCrop
17224,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1044.tif,13,64,64,0.0,7.0,4397.0,PermanentCrop
16289,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2302.tif,13,64,64,0.0,9.0,3467.0,PermanentCrop
18620,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_158.tif,13,64,64,0.0,10.0,5041.0,PermanentCrop
16847,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1911.tif,13,64,64,0.0,10.0,4182.0,PermanentCrop
16856,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_245.tif,13,64,64,0.0,12.0,4646.0,PermanentCrop
17621,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1302.tif,13,64,64,0.0,10.0,4744.0,PermanentCrop
18751,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2062.tif,13,64,64,0.0,12.0,4047.0,PermanentCrop
16596,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_743.tif,13,64,64,0.0,11.0,4567.0,PermanentCrop
17176,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_63.tif,13,64,64,0.0,18.0,4821.0,PermanentCrop
18478,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2438.tif,13,64,64,0.0,15.0,4710.0,PermanentCrop
18223,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2097.tif,13,64,64,0.0,11.0,4210.0,PermanentCrop
17498,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_84.tif,13,64,64,0.0,12.0,3883.0,PermanentCrop
16634,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_248.tif,13,64,64,0.0,13.0,4434.0,PermanentCrop
16836,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1768.tif,13,64,64,0.0,9.0,4200.0,PermanentCrop
16682,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_360.tif,13,64,64,0.0,9.0,5085.0,PermanentCrop
18659,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_137.tif,13,64,64,0.0,8.0,4636.0,PermanentCrop
16627,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_592.tif,13,64,64,0.0,7.0,4875.0,PermanentCrop
16287,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_211.tif,13,64,64,0.0,10.0,4460.0,PermanentCrop
17037,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1270.tif,13,64,64,0.0,11.0,3472.0,PermanentCrop
17178,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_189.tif,13,64,64,0.0,19.0,4868.0,PermanentCrop
17395,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_247.tif,13,64,64,0.0,7.0,4008.0,PermanentCrop
16726,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1233.tif,13,64,64,0.0,12.0,5236.0,PermanentCrop
16606,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1780.tif,13,64,64,0.0,10.0,4857.0,PermanentCrop
18244,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1321.tif,13,64,64,0.0,8.0,4391.0,PermanentCrop
17420,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_725.tif,13,64,64,0.0,11.0,4321.0,PermanentCrop
16523,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1674.tif,13,64,64,0.0,9.0,5077.0,PermanentCrop
16927,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_752.tif,13,64,64,0.0,11.0,4038.0,PermanentCrop
16747,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1036.tif,13,64,64,0.0,10.0,3940.0,PermanentCrop
16546,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_767.tif,13,64,64,0.0,11.0,4742.0,PermanentCrop
16390,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1543.tif,13,64,64,0.0,18.0,4815.0,PermanentCrop
16968,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_880.tif,13,64,64,0.0,8.0,4626.0,PermanentCrop
17353,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2393.tif,13,64,64,0.0,15.0,4766.0,PermanentCrop
16846,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_826.tif,13,64,64,0.0,17.0,4773.0,PermanentCrop
16261,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_18.tif,13,64,64,0.0,18.0,4674.0,PermanentCrop
16491,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_947.tif,13,64,64,0.0,7.0,4205.0,PermanentCrop
17416,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_992.tif,13,64,64,0.0,10.0,5218.0,PermanentCrop
18578,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_723.tif,13,64,64,0.0,10.0,3446.0,PermanentCrop
16694,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1172.tif,13,64,64,0.0,10.0,2824.0,PermanentCrop
17092,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1899.tif,13,64,64,0.0,15.0,3854.0,PermanentCrop
16262,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_613.tif,13,64,64,0.0,12.0,4058.0,PermanentCrop
16972,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_983.tif,13,64,64,0.0,10.0,3895.0,PermanentCrop
18518,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_333.tif,13,64,64,0.0,12.0,5058.0,PermanentCrop
18561,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2344.tif,13,64,64,0.0,8.0,4550.0,PermanentCrop
16578,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1170.tif,13,64,64,0.0,8.0,4099.0,PermanentCrop
18655,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1285.tif,13,64,64,0.0,11.0,5035.0,PermanentCrop
16576,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2498.tif,13,64,64,0.0,8.0,5086.0,PermanentCrop
16792,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1523.tif,13,64,64,0.0,11.0,4046.0,PermanentCrop
18031,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1083.tif,13,64,64,0.0,11.0,4115.0,PermanentCrop
17888,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_571.tif,13,64,64,0.0,11.0,4478.0,PermanentCrop
16437,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1596.tif,13,64,64,0.0,9.0,4503.0,PermanentCrop
17584,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2395.tif,13,64,64,0.0,10.0,4278.0,PermanentCrop
18205,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2347.tif,13,64,64,0.0,10.0,3793.0,PermanentCrop
16401,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1328.tif,13,64,64,0.0,14.0,2941.0,PermanentCrop
17629,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2207.tif,13,64,64,0.0,16.0,5470.0,PermanentCrop
18166,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_240.tif,13,64,64,0.0,11.0,4143.0,PermanentCrop
18198,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_378.tif,13,64,64,0.0,9.0,5332.0,PermanentCrop
17900,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_960.tif,13,64,64,0.0,11.0,4195.0,PermanentCrop
17128,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_998.tif,13,64,64,0.0,11.0,5112.0,PermanentCrop
18194,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_948.tif,13,64,64,0.0,10.0,5326.0,PermanentCrop
17949,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2441.tif,13,64,64,0.0,8.0,3848.0,PermanentCrop
17927,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1164.tif,13,64,64,0.0,8.0,3829.0,PermanentCrop
17462,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1402.tif,13,64,64,0.0,18.0,4677.0,PermanentCrop
18162,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_206.tif,13,64,64,0.0,10.0,4564.0,PermanentCrop
17241,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_330.tif,13,64,64,0.0,12.0,4949.0,PermanentCrop
17548,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2356.tif,13,64,64,0.0,11.0,3638.0,PermanentCrop
18137,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1724.tif,13,64,64,0.0,10.0,4105.0,PermanentCrop
17239,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1477.tif,13,64,64,0.0,17.0,4252.0,PermanentCrop
16964,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1113.tif,13,64,64,0.0,9.0,4773.0,PermanentCrop
17302,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_763.tif,13,64,64,0.0,13.0,4649.0,PermanentCrop
17410,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_112.tif,13,64,64,0.0,18.0,5014.0,PermanentCrop
17566,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2306.tif,13,64,64,0.0,11.0,3722.0,PermanentCrop
16926,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1385.tif,13,64,64,0.0,9.0,5425.0,PermanentCrop
16544,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2324.tif,13,64,64,0.0,18.0,5327.0,PermanentCrop
16830,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_202.tif,13,64,64,0.0,17.0,4684.0,PermanentCrop
16843,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_587.tif,13,64,64,0.0,11.0,3831.0,PermanentCrop
16377,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_762.tif,13,64,64,0.0,12.0,3681.0,PermanentCrop
18705,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_306.tif,13,64,64,0.0,12.0,4643.0,PermanentCrop
18228,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2394.tif,13,64,64,0.0,11.0,4145.0,PermanentCrop
17131,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_718.tif,13,64,64,0.0,12.0,4253.0,PermanentCrop
16613,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1455.tif,13,64,64,0.0,6.0,3528.0,PermanentCrop
16891,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2259.tif,13,64,64,0.0,8.0,4582.0,PermanentCrop
18420,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2351.tif,13,64,64,0.0,12.0,4017.0,PermanentCrop
18616,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1819.tif,13,64,64,0.0,6.0,4648.0,PermanentCrop
17030,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1469.tif,13,64,64,0.0,8.0,4140.0,PermanentCrop
17655,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_870.tif,13,64,64,0.0,10.0,4123.0,PermanentCrop
17120,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1041.tif,13,64,64,0.0,8.0,4298.0,PermanentCrop
17715,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1916.tif,13,64,64,0.0,9.0,4911.0,PermanentCrop
17905,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2222.tif,13,64,64,0.0,18.0,5075.0,PermanentCrop
18376,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1751.tif,13,64,64,0.0,9.0,4018.0,PermanentCrop
18117,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_231.tif,13,64,64,0.0,8.0,4195.0,PermanentCrop
17473,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_365.tif,13,64,64,0.0,13.0,4575.0,PermanentCrop
18594,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1634.tif,13,64,64,0.0,10.0,4459.0,PermanentCrop
17291,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_414.tif,13,64,64,0.0,10.0,3877.0,PermanentCrop
18639,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2465.tif,13,64,64,0.0,11.0,4505.0,PermanentCrop
16960,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_159.tif,13,64,64,0.0,12.0,4057.0,PermanentCrop
16783,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2391.tif,13,64,64,0.0,10.0,3420.0,PermanentCrop
17279,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1856.tif,13,64,64,0.0,6.0,4451.0,PermanentCrop
16908,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1165.tif,13,64,64,0.0,9.0,4207.0,PermanentCrop
17067,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1668.tif,13,64,64,0.0,11.0,5099.0,PermanentCrop
16529,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1329.tif,13,64,64,0.0,11.0,4593.0,PermanentCrop
18188,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2038.tif,13,64,64,0.0,9.0,5075.0,PermanentCrop
16439,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1717.tif,13,64,64,0.0,20.0,4102.0,PermanentCrop
18470,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1166.tif,13,64,64,0.0,9.0,5011.0,PermanentCrop
16933,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1785.tif,13,64,64,0.0,12.0,4448.0,PermanentCrop
17722,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1084.tif,13,64,64,0.0,9.0,3738.0,PermanentCrop
16756,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1902.tif,13,64,64,0.0,8.0,5053.0,PermanentCrop
16837,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1585.tif,13,64,64,0.0,12.0,4759.0,PermanentCrop
18634,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_14.tif,13,64,64,0.0,10.0,3524.0,PermanentCrop
17146,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1197.tif,13,64,64,0.0,10.0,4401.0,PermanentCrop
18570,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_990.tif,13,64,64,0.0,10.0,5199.0,PermanentCrop
17346,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_776.tif,13,64,64,0.0,17.0,4906.0,PermanentCrop
17737,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2088.tif,13,64,64,0.0,10.0,3496.0,PermanentCrop
18454,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_119.tif,13,64,64,0.0,11.0,4424.0,PermanentCrop
17749,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2252.tif,13,64,64,0.0,9.0,3934.0,PermanentCrop
16408,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1043.tif,13,64,64,0.0,7.0,3916.0,PermanentCrop
18041,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1346.tif,13,64,64,0.0,10.0,4121.0,PermanentCrop
16277,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_707.tif,13,64,64,0.0,9.0,4108.0,PermanentCrop
17388,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_784.tif,13,64,64,0.0,7.0,3493.0,PermanentCrop
17721,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2170.tif,13,64,64,0.0,9.0,4406.0,PermanentCrop
17804,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_919.tif,13,64,64,0.0,11.0,4013.0,PermanentCrop
18396,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1231.tif,13,64,64,0.0,9.0,5191.0,PermanentCrop
18233,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1091.tif,13,64,64,0.0,9.0,4230.0,PermanentCrop
17859,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2287.tif,13,64,64,0.0,10.0,3665.0,PermanentCrop
16993,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1841.tif,13,64,64,0.0,10.0,4044.0,PermanentCrop
16422,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1471.tif,13,64,64,0.0,18.0,4993.0,PermanentCrop
16816,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1556.tif,13,64,64,0.0,12.0,4892.0,PermanentCrop
16648,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_786.tif,13,64,64,0.0,11.0,4282.0,PermanentCrop
16524,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_123.tif,13,64,64,0.0,8.0,3930.0,PermanentCrop
17039,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2054.tif,13,64,64,0.0,12.0,4304.0,PermanentCrop
17201,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1984.tif,13,64,64,0.0,11.0,4763.0,PermanentCrop
17563,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_900.tif,13,64,64,0.0,11.0,5389.0,PermanentCrop
18342,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_116.tif,13,64,64,0.0,9.0,4159.0,PermanentCrop
16769,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_649.tif,13,64,64,0.0,11.0,3966.0,PermanentCrop
16470,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2423.tif,13,64,64,0.0,12.0,4171.0,PermanentCrop
17376,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_382.tif,13,64,64,0.0,13.0,4643.0,PermanentCrop
16542,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2332.tif,13,64,64,0.0,9.0,5205.0,PermanentCrop
16967,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_777.tif,13,64,64,0.0,9.0,3657.0,PermanentCrop
18355,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2455.tif,13,64,64,0.0,9.0,4501.0,PermanentCrop
18486,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_372.tif,13,64,64,0.0,9.0,4472.0,PermanentCrop
17893,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_825.tif,13,64,64,0.0,7.0,4804.0,PermanentCrop
17607,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1205.tif,13,64,64,0.0,11.0,4252.0,PermanentCrop
17701,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2422.tif,13,64,64,0.0,11.0,5220.0,PermanentCrop
17351,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1565.tif,13,64,64,0.0,10.0,4208.0,PermanentCrop
18457,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_662.tif,13,64,64,0.0,9.0,4792.0,PermanentCrop
17740,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1467.tif,13,64,64,0.0,5.0,4281.0,PermanentCrop
17319,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2366.tif,13,64,64,0.0,18.0,4526.0,PermanentCrop
16288,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1762.tif,13,64,64,0.0,8.0,2391.0,PermanentCrop
17806,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1311.tif,13,64,64,0.0,11.0,5327.0,PermanentCrop
18347,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1924.tif,13,64,64,0.0,11.0,4035.0,PermanentCrop
16983,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1009.tif,13,64,64,0.0,9.0,3627.0,PermanentCrop
18013,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1799.tif,13,64,64,0.0,13.0,4904.0,PermanentCrop
18701,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1660.tif,13,64,64,0.0,10.0,4309.0,PermanentCrop
16772,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1771.tif,13,64,64,0.0,9.0,4518.0,PermanentCrop
18138,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2269.tif,13,64,64,0.0,12.0,4304.0,PermanentCrop
18047,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1692.tif,13,64,64,0.0,9.0,4060.0,PermanentCrop
18147,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_539.tif,13,64,64,0.0,13.0,4352.0,PermanentCrop
18440,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1365.tif,13,64,64,0.0,8.0,3672.0,PermanentCrop
17765,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_549.tif,13,64,64,0.0,13.0,3973.0,PermanentCrop
18661,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_579.tif,13,64,64,0.0,8.0,4961.0,PermanentCrop
16601,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_601.tif,13,64,64,0.0,18.0,4857.0,PermanentCrop
17142,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2144.tif,13,64,64,0.0,7.0,2619.0,PermanentCrop
16681,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1540.tif,13,64,64,0.0,13.0,4562.0,PermanentCrop
18084,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2143.tif,13,64,64,0.0,9.0,4803.0,PermanentCrop
18292,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_906.tif,13,64,64,0.0,8.0,4863.0,PermanentCrop
18210,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1562.tif,13,64,64,0.0,10.0,4625.0,PermanentCrop
16574,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_896.tif,13,64,64,0.0,11.0,3884.0,PermanentCrop
17831,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2247.tif,13,64,64,0.0,8.0,4306.0,PermanentCrop
16395,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2437.tif,13,64,64,0.0,11.0,4631.0,PermanentCrop
17866,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1390.tif,13,64,64,0.0,17.0,4293.0,PermanentCrop
16605,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_460.tif,13,64,64,0.0,8.0,3993.0,PermanentCrop
18430,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1225.tif,13,64,64,0.0,11.0,4393.0,PermanentCrop
17021,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2227.tif,13,64,64,0.0,12.0,4671.0,PermanentCrop
16939,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_546.tif,13,64,64,0.0,12.0,3775.0,PermanentCrop
16274,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2003.tif,13,64,64,0.0,10.0,4832.0,PermanentCrop
16573,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_1743.tif,13,64,64,0.0,9.0,4804.0,PermanentCrop
17785,../input/eurosat-dataset/EuroSATallBands/PermanentCrop/PermanentCrop_2033.tif,13,64,64,0.0,12.0,5081.0,PermanentCrop
